candidate,target,dataset_source,category,clean_caption,partition
B00BHBACM2,B00BHBAD58,FashionIQ,toptee,is deeply green and less shiny and is green and branded with pop culture,train
B0025VHWV2,B0025V86V2,FashionIQ,toptee,purple and pink and shorter length,train
B008G0D274,B00C4YWWWO,FashionIQ,toptee,2 tone white 3 4 sleeve and has a lighter color,train
B00BR40SQY,B00AU8Q7DG,FashionIQ,toptee,the shirt has no sleeves is loose and pink in color and is longer and more sheer,train
B00B8PNGTS,B0094AJ4CW,FashionIQ,toptee,is grey colored and has shorter sleeves and it is grey and short sleved,train
B00AO4ECYM,B00C8055TG,FashionIQ,toptee,has lace and is navy and is dark blue colored,train
B00AW7Z8H6,B00BHB854E,FashionIQ,toptee,is a lighter pink shade and has strips on it,train
B00A7RSA8K,B000QUP8EM,FashionIQ,toptee,has quotes and black tee shirt with a logo on it,train
B00ELTNH4C,B001R1UZSS,FashionIQ,toptee,the shirt has black and green stripes and is blue and black vertically striped,train
B0080DLGRK,B00A8WNEVC,FashionIQ,toptee,is less pink and longer and is red and white floral,train
B009DZO8O2,B004SGQHOA,FashionIQ,toptee,has a different graphic and is a looser fit,train
B00DOAU6TS,B0066EDY6Q,FashionIQ,toptee,the tank top is black with white writing and has narrower straps and is more upscale,train
B00BQLB0S8,B00AIIVHQ0,FashionIQ,toptee,is white with black accents and it is shorter and more monochromatic,train
B009GQPZRW,B007DY26EY,FashionIQ,toptee,has a darker color and a different print and is short sleeved and black,train
B00D1H0CXE,B00BQZBGVK,FashionIQ,toptee,is blue colored and is lighter colored and more blue,train
B005OPSHN8,B008MATR6S,FashionIQ,toptee,has pink writing and has a larger,train
B007USN7TG,B00D939DO4,FashionIQ,toptee,is more masculine and grey and is darker and has a native american headdress,train
B00C40T2YE,B00BDG2FBC,FashionIQ,toptee,has more colors and no sleeves and red tang top,train
B007ABIVXU,B001QMAYN4,FashionIQ,toptee,has more brighter colors and patterned green,train
B009MRNNS8,B004NE9W4E,FashionIQ,toptee,has deeply black and no logo and is black with less graphics,train
B005KGYUZA,B005FW9LGM,FashionIQ,toptee,has no art and only one color and is a grey scooped neck shirt,train
B005Q5PY9Q,B00AYCL9JK,FashionIQ,toptee,has longer sleeves and has longer sleeves and buttoned collar,train
B00BJJXLTI,B00BJZ8NNQ,FashionIQ,toptee,is longer and less revealing and is a longer shirt,train
B007X49OCG,B00E99QGS8,FashionIQ,toptee,it is white with a pattern and belt and is less formal,train
B00AM2BQEA,B00C51Z0OS,FashionIQ,toptee,the shirt is black and sheer with lace and has no buttons,train
B00BTNSLNA,B00DB9U43U,FashionIQ,toptee,is a pink t shirt and is a pink crew neck with black only print,train
B00BMEKYU4,B00B78MV5Q,FashionIQ,toptee,is solid black with thin straps and has no sleeves,train
B0062WL55E,B0088WP0Z2,FashionIQ,toptee,is brown and more slouched and it is brown,train
B00BFRMGMW,B0076G0MRW,FashionIQ,toptee,has longer sleeves with art in the middle and is more colorful,train
B0084APVGQ,B0084APOZO,FashionIQ,toptee,is more colorful and is cream colored,train
B00BWULAQ0,B00C4XE93A,FashionIQ,toptee,is blue in color and floral and is blue with white base,train
B008S0CF0M,B008S0CA1G,FashionIQ,toptee,is blue colored with checkered pattern and black and white,train
B004ZGD69M,B0098R57AY,FashionIQ,toptee,has a darker background and is black with two people,train
B00F0UDTBM,B005KTPGQ4,FashionIQ,toptee,has longer sleeves and color is red and is less maternity and more casual,train
B00B3Y6BJQ,B0085J2RWM,FashionIQ,toptee,has a vneck and is blue with green trim,train
B0040F0APQ,B007OJWQIE,FashionIQ,toptee,the red shirt had drago from rocky the movie and is a red slim fit tshirt,train
B004J1HBD0,B00E5HRLRE,FashionIQ,toptee,has halloween colors and is lighter black and orange words,train
B008SBEFYK,B008G3KS0U,FashionIQ,toptee,is identical to the provided product and is the exact same,train
B002UFT5JA,B003ILS55U,FashionIQ,toptee,has longer sleeves and color is white and is a much lighter color,train
B007PB00G6,B005TEUWNM,FashionIQ,toptee,the dress in short tight and black in color and is a more revealing garment,train
B008WZ6WK2,B00BE2MU7Y,FashionIQ,toptee,has shorter sleeves and is monochromatic and has more blue and shorter sleeves,train
B0046IB5PQ,B0096IWGO0,FashionIQ,toptee,the jacket is light pink in color and has a square neck and is blue with darker blue print,train
B007T09DRK,B00F3DUOPU,FashionIQ,toptee,the gray shirt has short sleeves and black writing and is white with only black lettering,train
B00BMEKYU4,B00ADX6ID2,FashionIQ,toptee,is darker and is solid black and covers the belly,train
B0076NLFIK,B00EPKU22W,FashionIQ,toptee,is a very rock chick outfit and it is brown,train
B00APD3KA4,B00DMWE356,FashionIQ,toptee,is sleeveless and has shorter sleeves,train
B005FPBOYQ,B004T1C2XO,FashionIQ,toptee,is more flowing and has a print and is long sleeved gray colored,train
B00BJ7E1US,B004R2CM80,FashionIQ,toptee,is longer and more sheer and longer waist and more see through,train
B008SAMGTC,B00C10N94Q,FashionIQ,toptee,is lighter and has longer sleeves and is lighter pink with sleeves,train
B0046V37F4,B00C7HD7OA,FashionIQ,toptee,is a darker purple and is plum colored short sleeve,train
B008X04C12,B00GO4PTRK,FashionIQ,toptee,the sweater is gray with red lettering and has longer sleeves and a hood,train
B00BHZUVT2,B00B30VLCM,FashionIQ,toptee,is a lighter lighter color and loose and has looser sleeves and a lower cut neckline,train
B007YZKAYK,B008PFKSCM,FashionIQ,toptee,is short sleeve and grey with stripes and has sleeves and a higher neckline,train
B004J3P9OG,B006SIDOWE,FashionIQ,toptee,the short sleeve shirt is white in color and has a collar and is white,train
B00CJDWITW,B007KDG34W,FashionIQ,toptee,is grey with a colorful logo and is grey in color with graphic in front,train
B00BK6W9WU,B008MNOGIE,FashionIQ,toptee,has green lettering and longer sleeves and has more green color and sleeve to it,train
B006ZJ1R5C,B006ZIOSMM,FashionIQ,toptee,is white with red accents and has button ups near the neck of the dress,train
B0088RFFNO,B00A4FGZU0,FashionIQ,toptee,is a tube and cropped top and and a graphic,train
B0059DBQ9C,B0059DCIC6,FashionIQ,toptee,it is a darker color and v neck and is grey and lower neckling,train
B00BTOAXEY,B00DSL4YSW,FashionIQ,toptee,has sleeves and black colored and has a floral print,train
B0088CJ64S,B007LNK7TS,FashionIQ,toptee,is striped and more colorful and is striped in colorful features,train
B00C3CVKG6,B00FEC9WRQ,FashionIQ,toptee,striped with longer sleeves and has horizontal stripes,train
B00A6HOZYE,B008LYSBNA,FashionIQ,toptee,has less buttons and is more flowing and is less brighter coloured,train
B0072BCV20,B008TS2BXY,FashionIQ,toptee,is a beige color with a logo at the bottom and is longer and less colorful,train
B002M3EVD0,B003B4E7D8,FashionIQ,toptee,is smaller with a tighter logo and has a different logo,train
B000I90RSS,B000QHEPJE,FashionIQ,toptee,is white with black designs and is black and white,train
B007OCIDBA,B0072B276A,FashionIQ,toptee,the short sleeve shirt is blue in color and is brighter in color,train
B00CTKZN4C,B0090U300I,FashionIQ,toptee,is yellow and loose crochet and is yellow and has sleeves,train
B008EX0AOQ,B008AEDVPE,FashionIQ,toptee,is a polka dot sleeveless blouse and is a sheer material and ties at the waist,train
B00C7B65CC,B00AL1QEH6,FashionIQ,toptee,the shirt is tight and dark blue in coloring and is identical,train
B00B4GFMAW,B00B4GFZSG,FashionIQ,toptee,ia purple with black words and is a lighter purple color,train
B00CPRLNCA,B001J5VJRS,FashionIQ,toptee,the shirt is lime green and has a floral design shirt,train
B009GM0300,B00E4UCWLM,FashionIQ,toptee,has a darker color and is red in color for the tee,train
B001GQ1SFI,B008SAYZE6,FashionIQ,toptee,has white stripes and is striped with two shoulders,train
B008HRN960,B00DWKC6FW,FashionIQ,toptee,is short sleeved white with a black graphic and is black and white,train
B00BWIWRD2,B00BWLDZY4,FashionIQ,toptee,is a pink and white tank with a slimmer fit and is a darker,train
B002TYZJME,B0078Y01N2,FashionIQ,toptee,3 4 sleeved white top and has shorter sleeves and is white,train
B005TF9A6Q,B00BZNU4YS,FashionIQ,toptee,has longer sleeves and has polka dots and is white with black dots,train
B005HTQ134,B00BDF7AE0,FashionIQ,toptee,has no sleeves and only one color scheme and is grey and black,train
B00C11VSAW,B00DZZU6CE,FashionIQ,toptee,the shirt has long sleeves and is bright blue in color and has full length buttons,train
B00AO76TJK,B00AO76XIM,FashionIQ,toptee,is more solid and has lower neckline and is a lighter color,train
B0051V0TTA,B007WOEOMW,FashionIQ,toptee,has less red more white and is more horrific and has more font,train
B00CRRI650,B00E6E52RC,FashionIQ,toptee,is low cut and brighter stripes and is less bright,train
B00B67E39A,B00BY09AD8,FashionIQ,toptee,is white with rhinestone collar and has longer sleeves and a tighter fit,train
B004KJEJC2,B001QCXHII,FashionIQ,toptee,is a teeshirt with a different image and a white shirt with short sleeves with large print on front,train
B000YVKMC6,B00376KBXU,FashionIQ,toptee,is black and is darker in color,train
B00A8ZD9DC,B00CBPJ92W,FashionIQ,toptee,is more sheer and lighter in color and has no sleeves and is tan,train
B007REM53M,B009SSTBH8,FashionIQ,toptee,is black and has longer sleeves and is fitted,train
B00A3QPQGY,B003MNI30G,FashionIQ,toptee,is more revealing and only grapic,train
B005JR1LNE,B00COR2IMU,FashionIQ,toptee,has a black color with layers and darker and unbelted,train
B007RMNIP8,B005NY73HG,FashionIQ,toptee,has a notched neckline and is burnt orange color and is bold and orange,train
B005IPLPNI,B008AEE8SI,FashionIQ,toptee,is black and sleeveless with a different graphic and is darker and sleeveless,train
B00CHTGK8S,B00CGIXLFA,FashionIQ,toptee,the shirt is blue with red writing and is a blue crew neck with red boston branding,train
B003UVWVZ8,B002ATZFVI,FashionIQ,toptee,is white colored with image of football and is white t shirt with soccer ball on front,train
B000I90RSS,B003HEYFBG,FashionIQ,toptee,is a black shirt with white words and has only white printed wording,train
B00CQRSV24,B00G12V190,FashionIQ,toptee,has longer sleeves and more plaid and has longer sleeves and cross patterns,train
B00ELXKL1U,B0087XVSYO,FashionIQ,toptee,is darker and has shorter sleeves and is black with white lettering,train
B00DGXXU3M,B00DLJZW78,FashionIQ,toptee,has longer sleeves with a blue cardigan and is a button up instead of a dress with a small white tube top,train
B005IPO1RU,B002KDYT70,FashionIQ,toptee,the shirt is tie dye and is tie dye,train
B007WA0TK2,B009PIPLC0,FashionIQ,toptee,is blue with long sleeves and is dark blue and long sleeved,train
B007WATNOU,B008X0EW44,FashionIQ,toptee,is blue with gray long sleeves and is a blue short dress with gray and white thick stripes,train
B00590I38M,B003PDND08,FashionIQ,toptee,has long sleeves and color is grey and is lacking the print and now has longer sleeves,train
B00BKBCMKE,B00AJOIDF6,FashionIQ,toptee,has longer sleeves and a bigger image and is purple with long sleeves,train
B00A9SQILI,B0095GFGEK,FashionIQ,toptee,the shirt has no sleeves is pink with a ruffled collar and has shorter sleeves and is brighter coloured,train
B00A9ZVCFS,B00DMDUV38,FashionIQ,toptee,is more cropped and has no sleeves and is blue with shorter sleeves and more revealing,train
B00EE0BSTE,B0064YPDXA,FashionIQ,toptee,the tank top is loose fitting black with a skull and is black with a larger grey logo and a plunging neck line,train
B0091IX0ZE,B0091J3CGK,FashionIQ,toptee,it is a beige color with no sleeves and is cream in color,train
B00BLQH30W,B00CX9SMWO,FashionIQ,toptee,the shirt is black with sloths and is a black tee with separate print,train
B008IGABDO,B008EQX4S2,FashionIQ,toptee,is brown with sleeves and has darker shades longer sleeves,train
B0050SFFWK,B004E3XSI0,FashionIQ,toptee,is taupe and no buttons and is lighter and is a pullover,train
B008NFLQ6Q,B00EK7ASAG,FashionIQ,toptee,the shirt is light gray in color and has more grey and has sleeves,train
B0077RKRR0,B00BNNFBUM,FashionIQ,toptee,the shirt is green in color with a shamrock and has smaller graphic,train
B002CIZQES,B005401ZGE,FashionIQ,toptee,white dress looks more casual and is more solid colored,train
B00F58B0F6,B006R0ZEE4,FashionIQ,toptee,is more frilly and more feminine and is frillier and has a print,train
B009T76L62,B002ZFGVMY,FashionIQ,toptee,is black colored and is black with white image,train
B005GWMV1I,B0084OBFP8,FashionIQ,toptee,has longer sleeves and collar and has long sleeves,train
B005F8E8PK,B00EOWOCW2,FashionIQ,toptee,the shirt is brown in color with a suit printed on it and is brown with image,train
B00EJZY5EY,B007IP4P6U,FashionIQ,toptee,is lighter and is yellow with a giraffe themed design,train
B00BI1ZZUU,B00FQ17E2A,FashionIQ,toptee,has longer sleeves and is black and white and with thicker straps,train
B0093ADVUE,B00332FYA8,FashionIQ,toptee,is white with no sleeves and white design on front,train
B00DGB9W5E,B008H3XWAW,FashionIQ,toptee,is a dark blue color shirt with edge art in the middle and has yellow and pink colors,train
B008A76L3A,B00CBM2GI4,FashionIQ,toptee,is shorter and exposes more stomach,train
B006VIHHFQ,B006VJED2K,FashionIQ,toptee,is more sheer and darker in color and is light purple in color,train
B003R7HFDI,B005Q09LSG,FashionIQ,toptee,has more red in it and is a white polo with red collar,train
B00AM2BQEA,B008N1MSPI,FashionIQ,toptee,is more chic and sexy and is multi color and has straps,train
B00B8R8S76,B00935OEOQ,FashionIQ,toptee,has a deeper neckline and is less tropical and is solid burgundy,train
B004B59R4U,B008HRN960,FashionIQ,toptee,a colorful tank top with a striped print and has no sleeves and is colorful,train
B002ILL6ZC,B000WB6WTU,FashionIQ,toptee,is grey with letters and is a gray school tee,train
B00ALRX2V6,B007C4JQ9S,FashionIQ,toptee,has stripes and no ties,train
B00FB97WN8,B00C5X75Q2,FashionIQ,toptee,more floral and is black with blue floral print,train
B00AUACFBC,B00GM45AH6,FashionIQ,toptee,white with an eiffel tower on front and has eiffel tower and christmas colors,train
B003ZUXYIW,B00CEVKIHS,FashionIQ,toptee,is more see through and is a darker blue and has shorter sleeves,train
B009EF6EAW,B00BY1FFZ4,FashionIQ,toptee,is strapless and lighter in colour and has a lighter pink and is more revealing,train
B0014ULM7A,B0014UGDCY,FashionIQ,toptee,has more white designs and it is blacker with a white print,train
B005GLM1PA,B009TAYP5I,FashionIQ,toptee,has long sleeves and is darker in colour and it has dark color and less print,train
B00BELQOHW,B00DZYKJVS,FashionIQ,toptee,the skirt is short and tight and melon in color and is a solid pink color,train
B000EOWT3S,B009ZGPY3I,FashionIQ,toptee,has a lighter color and a different pattern and is darker,train
B00B4FAWEY,B008RBNVTG,FashionIQ,toptee,is green colored and is light green,train
B00E6RLJDA,B003STR0WG,FashionIQ,toptee,is a v neck shirt with black designs and has short sleeves and image,train
B00AKL9N4S,B003V1NYYE,FashionIQ,toptee,is darker and has longer sleeves and has shorter sleeves and is darker colored,train
B00GXF7CCK,B001QLCCGC,FashionIQ,toptee,is more feminine with short sleeves and is darker,train
B00DVWKN8I,B004HX87VA,FashionIQ,toptee,is darker and has longer sleeves and is darker and has longer sleeves,train
B00AXSY25S,B009NATH7U,FashionIQ,toptee,is a purple striped shirt sleeved blouse and purple white striped short sleeved blouse,train
B00CO9QL8U,B005MQWO74,FashionIQ,toptee,is worn below the waist and is only for the legs,train
B0095WKO00,B004KV0604,FashionIQ,toptee,is blue and has short sleeves and is a short sleeved graphic shirt,train
B00C3VIHBS,B008MA6KIG,FashionIQ,toptee,has a shinier fabric with more color and is a frilled mustard color,train
B00BJ8MTVA,B0026JKTBS,FashionIQ,toptee,is yellow with buttons down and is yellow colored,train
B00CTJ58L6,B00D8HM2V2,FashionIQ,toptee,is shorter in length and only covers the shoulder area,train
B00CF425GQ,B00BWUWRU8,FashionIQ,toptee,u shaped neck yellow blouse with black casual trousers and is colorful with shorter sleeves,train
